================================================================================
Summary of training process:
Dataset                : UCI_HAR
Batch size             : 32
Learing rate           : 0.001
Number of total clients: 150
Split method           : distribution
Split parameter        : 0.1
Clients per round      : 15
Number of global rounds: 100
Number of local rounds : 5
Feature from layer     : 1
Feature percentage     : 0.1
Is interplolated       : False
Local training loss    : MCE_DeC_KL
Loss of beta           : 1.0
Algorithm              : FLea
Modelname              : HARNet
Mode                   : training
Seed                   : 0
================================================================================
Dataset: UCI_HAR
training: 7352 testing: 2947
Here
Pre-splits: [   0    1    2 ... 3673 3674 3675]
[   0    1    2 ... 3673 3674 3675]
[4 4 4 ... 3 3 3]
Pre-splits: [3676 3677 3678 ... 7349 7350 7351]
[3676 3677 3678 ... 7349 7350 7351]
[3 3 3 ... 1 1 1]
Done
Class frequencies:
client,class0,class1,class2,class3,class4,class5,Amount
The last decorrelation: tensor(0.9922)
Local adapation with distilling: 0.00019000000000000006 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.3660) local CE: tensor(0.2167) Feature CE: tensor(1.2036) KL: tensor(0.0849)
The last decorrelation: tensor(0.8640)
Local adapation with distilling: 0.00019000000000000006 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.9436) local CE: tensor(0.4538) Feature CE: tensor(1.3543) KL: tensor(0.1514)
The last decorrelation: tensor(0.9843)
Local adapation with distilling: 0.00019000000000000006 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.0033) local CE: tensor(0.5157) Feature CE: tensor(1.4696) KL: tensor(0.1558)
The last decorrelation: tensor(0.8615)
Local adapation with distilling: 0.00019000000000000006 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.3112) local CE: tensor(0.6280) Feature CE: tensor(1.5627) KL: tensor(0.1604)
The last decorrelation: tensor(0.9602)
Local adapation with distilling: 0.00019000000000000006 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.9118) local CE: tensor(0.7662) Feature CE: tensor(1.0562) KL: tensor(0.1284)
The last decorrelation: tensor(0.9867)
Local adapation with distilling: 0.00019000000000000006 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.6463) local CE: tensor(0.4452) Feature CE: tensor(1.1489) KL: tensor(0.0872)
The last decorrelation: tensor(0.9651)
Local adapation with distilling: 0.00019000000000000006 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.4887) local CE: tensor(0.3228) Feature CE: tensor(0.9886) KL: tensor(0.2098)
The last decorrelation: tensor(0.9717)
Local adapation with distilling: 0.00019000000000000006 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.5369) local CE: tensor(0.3542) Feature CE: tensor(1.2161) KL: tensor(0.1278)
The last decorrelation: tensor(0.8345)
Local adapation with distilling: 0.00019000000000000006 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.8445) local CE: tensor(0.6981) Feature CE: tensor(1.0159) KL: tensor(0.1600)
The last decorrelation: tensor(0.9705)
Global Model Acc on global data: 0.5958601968103155 length of data: 2947
save a model
size of the global feature buffer: 15
-------------Round number:  46  -------------
selected users: [4, 54, 106, 8, 24, 131, 42, 94, 95, 74, 78, 135, 43, 103, 11]
Current data/feature buff: torch.Size([60, 128, 20, 7]) torch.Size([60]) 60
Buffer classes: Counter({3: 21, 2: 20, 5: 12, 0: 5, 4: 2})
Local adapation with distilling: 0.00017200000000000003 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.5312) local CE: tensor(0.3254) Feature CE: tensor(1.2666) KL: tensor(0.0552)
The last decorrelation: tensor(0.8783)
Local adapation with distilling: 0.00017200000000000003 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.7292) local CE: tensor(0.5661) Feature CE: tensor(1.0984) KL: tensor(0.1321)
The last decorrelation: tensor(0.9326)
Local adapation with distilling: 0.00017200000000000003 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.0192) local CE: tensor(0.1899) Feature CE: tensor(0.8035) KL: tensor(0.0782)
The last decorrelation: tensor(0.9475)
Local adapation with distilling: 0.00017200000000000003 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.1559) local CE: tensor(0.1960) Feature CE: tensor(0.9109) KL: tensor(0.0807)
The last decorrelation: tensor(0.9720)
Local adapation with distilling: 0.00017200000000000003 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.1214) local CE: tensor(0.1904) Feature CE: tensor(0.8813) KL: tensor(0.1110)
The last decorrelation: tensor(0.9577)
Local adapation with distilling: 0.00017200000000000003 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.5805) local CE: tensor(0.3639) Feature CE: tensor(1.1477) KL: tensor(0.1202)
The last decorrelation: tensor(0.9489)
Local adapation with distilling: 0.00017200000000000003 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.5302) local CE: tensor(0.5096) Feature CE: tensor(1.0700) KL: tensor(0.1028)
The last decorrelation: tensor(0.8459)
Local adapation with distilling: 0.00017200000000000003 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.5837) local CE: tensor(0.4616) Feature CE: tensor(1.0626) KL: tensor(0.1264)
The last decorrelation: tensor(0.9329)
Local adapation with distilling: 0.00017200000000000003 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.5140) local CE: tensor(0.4123) Feature CE: tensor(1.1383) KL: tensor(0.0947)
The last decorrelation: tensor(0.8686)
Local adapation with distilling: 0.00017200000000000003 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.1738) local CE: tensor(0.2849) Feature CE: tensor(0.9546) KL: tensor(0.0654)
The last decorrelation: tensor(0.8594)
Local adapation with distilling: 0.00017200000000000003 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.6875) local CE: tensor(0.4919) Feature CE: tensor(1.0874) KL: tensor(0.1085)
The last decorrelation: tensor(0.9997)
Local adapation with distilling: 0.00017200000000000003 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.5468) local CE: tensor(0.3731) Feature CE: tensor(1.1731) KL: tensor(0.0768)
The last decorrelation: tensor(0.9241)
Local adapation with distilling: 0.00017200000000000003 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.7130) local CE: tensor(0.5314) Feature CE: tensor(1.1900) KL: tensor(0.0922)
The last decorrelation: tensor(0.8998)
Local adapation with distilling: 0.00017200000000000003 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(1.9821) local CE: tensor(0.1947) Feature CE: tensor(0.8942) KL: tensor(0.0592)
The last decorrelation: tensor(0.8283)
Local adapation with distilling: 0.00017200000000000003 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.9381) local CE: tensor(1.4383) Feature CE: tensor(1.4500) KL: tensor(0.1075)
The last decorrelation: tensor(0.9422)
Global Model Acc on global data: 0.4221241940956905 length of data: 2947
size of the global feature buffer: 15
-------------Round number:  47  -------------
selected users: [10, 0, 96, 5, 15, 105, 88, 120, 94, 47, 116, 3, 99, 131, 127]
Current data/feature buff: torch.Size([47, 128, 20, 7]) torch.Size([47]) 47
Buffer classes: Counter({2: 28, 3: 12, 1: 3, 0: 2, 5: 1, 4: 1})
Local adapation with distilling: 0.00015400000000000003 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.8467) local CE: tensor(0.5741) Feature CE: tensor(1.2282) KL: tensor(0.0644)
The last decorrelation: tensor(0.9846)
Local adapation with distilling: 0.00015400000000000003 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.4327) local CE: tensor(0.4211) Feature CE: tensor(1.0002) KL: tensor(0.0325)
The last decorrelation: tensor(0.9788)
Local adapation with distilling: 0.00015400000000000003 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.8725) local CE: tensor(0.6459) Feature CE: tensor(1.1620) KL: tensor(0.1751)
The last decorrelation: tensor(0.8887)
Local adapation with distilling: 0.00015400000000000003 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(4.2759) local CE: tensor(1.3906) Feature CE: tensor(1.8150) KL: tensor(0.1525)
The last decorrelation: tensor(0.9179)
Local adapation with distilling: 0.00015400000000000003 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.0605) local CE: tensor(0.1443) Feature CE: tensor(0.9048) KL: tensor(0.0650)
The last decorrelation: tensor(0.9414)
Local adapation with distilling: 0.00015400000000000003 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.1653) local CE: tensor(0.2487) Feature CE: tensor(0.8561) KL: tensor(0.0759)
The last decorrelation: tensor(0.9848)
Local adapation with distilling: 0.00015400000000000003 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.8821) local CE: tensor(0.6405) Feature CE: tensor(1.1725) KL: tensor(0.0985)
The last decorrelation: tensor(0.9707)
Local adapation with distilling: 0.00015400000000000003 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.3824) local CE: tensor(1.0258) Feature CE: tensor(1.3216) KL: tensor(0.1058)
The last decorrelation: tensor(0.9292)
Local adapation with distilling: 0.00015400000000000003 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.5930) local CE: tensor(0.4559) Feature CE: tensor(1.1025) KL: tensor(0.1018)
The last decorrelation: tensor(0.9327)
Local adapation with distilling: 0.00015400000000000003 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.5615) local CE: tensor(0.3965) Feature CE: tensor(1.1306) KL: tensor(0.0536)
The last decorrelation: tensor(0.9864)
Local adapation with distilling: 0.00015400000000000003 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.2325) local CE: tensor(0.9041) Feature CE: tensor(1.3041) KL: tensor(0.1025)
The last decorrelation: tensor(0.9220)
Local adapation with distilling: 0.00015400000000000003 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.3867) local CE: tensor(0.2603) Feature CE: tensor(0.9593) KL: tensor(0.1837)
The last decorrelation: tensor(0.9851)
Local adapation with distilling: 0.00015400000000000003 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.6611) local CE: tensor(0.4555) Feature CE: tensor(1.2165) KL: tensor(0.1020)
The last decorrelation: tensor(0.8880)
Local adapation with distilling: 0.00015400000000000003 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.6295) local CE: tensor(0.3806) Feature CE: tensor(1.1950) KL: tensor(0.1056)
The last decorrelation: tensor(0.9484)
Local adapation with distilling: 0.00015400000000000003 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.3382) local CE: tensor(0.9776) Feature CE: tensor(1.3132) KL: tensor(0.0994)
The last decorrelation: tensor(0.9379)
Global Model Acc on global data: 0.47234475738038684 length of data: 2947
size of the global feature buffer: 15
-------------Round number:  48  -------------
selected users: [96, 73, 134, 41, 70, 116, 19, 138, 33, 89, 137, 36, 20, 126, 87]
Current data/feature buff: torch.Size([36, 128, 20, 7]) torch.Size([36]) 36
Buffer classes: Counter({3: 16, 5: 9, 1: 5, 4: 4, 0: 1, 2: 1})
Local adapation with distilling: 0.00013600000000000013 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.8578) local CE: tensor(0.5165) Feature CE: tensor(1.3638) KL: tensor(0.0967)
The last decorrelation: tensor(0.8913)
Local adapation with distilling: 0.00013600000000000013 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.6889) local CE: tensor(0.3550) Feature CE: tensor(1.4043) KL: tensor(0.0816)
The last decorrelation: tensor(0.8433)
Local adapation with distilling: 0.00013600000000000013 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.3120) local CE: tensor(0.8289) Feature CE: tensor(1.4167) KL: tensor(0.1615)
The last decorrelation: tensor(0.9046)
Local adapation with distilling: 0.00013600000000000013 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.3999) local CE: tensor(0.1628) Feature CE: tensor(1.3057) KL: tensor(0.0584)
The last decorrelation: tensor(0.8755)
Local adapation with distilling: 0.00013600000000000013 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.3500) local CE: tensor(0.3220) Feature CE: tensor(0.9262) KL: tensor(0.1449)
The last decorrelation: tensor(0.9552)
Local adapation with distilling: 0.00013600000000000013 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.2493) local CE: tensor(0.7332) Feature CE: tensor(1.4762) KL: tensor(0.1176)
The last decorrelation: tensor(0.9221)
Local adapation with distilling: 0.00013600000000000013 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(1.9826) local CE: tensor(0.0946) Feature CE: tensor(0.8528) KL: tensor(0.0763)
The last decorrelation: tensor(0.9521)
Local adapation with distilling: 0.00013600000000000013 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(5.0277) local CE: tensor(2.0896) Feature CE: tensor(1.6928) KL: tensor(0.2655)
The last decorrelation: tensor(0.9798)
Local adapation with distilling: 0.00013600000000000013 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.4970) local CE: tensor(0.3302) Feature CE: tensor(1.0967) KL: tensor(0.1122)
The last decorrelation: tensor(0.9494)
Local adapation with distilling: 0.00013600000000000013 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.0698) local CE: tensor(0.8853) Feature CE: tensor(1.1683) KL: tensor(0.0798)
The last decorrelation: tensor(0.9364)
Local adapation with distilling: 0.00013600000000000013 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.7119) local CE: tensor(0.5783) Feature CE: tensor(1.0624) KL: tensor(0.1264)
The last decorrelation: tensor(0.9442)
Local adapation with distilling: 0.00013600000000000013 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.1579) local CE: tensor(0.6026) Feature CE: tensor(1.5628) KL: tensor(0.0979)
The last decorrelation: tensor(0.9111)
Local adapation with distilling: 0.00013600000000000013 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.9758) local CE: tensor(0.7510) Feature CE: tensor(1.2056) KL: tensor(0.0640)
The last decorrelation: tensor(0.9555)
Local adapation with distilling: 0.00013600000000000013 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.4668) local CE: tensor(0.7467) Feature CE: tensor(1.6550) KL: tensor(0.1090)
The last decorrelation: tensor(0.9561)
Local adapation with distilling: 0.00013600000000000013 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.3267) local CE: tensor(0.3374) Feature CE: tensor(0.9180) KL: tensor(0.0995)
The last decorrelation: tensor(0.9588)
Global Model Acc on global data: 0.5877163216830675 length of data: 2947
size of the global feature buffer: 15
-------------Round number:  49  -------------
selected users: [81, 147, 53, 125, 137, 23, 142, 104, 139, 122, 2, 62, 46, 86, 73]
Current data/feature buff: torch.Size([66, 128, 20, 7]) torch.Size([66]) 66
Buffer classes: Counter({0: 20, 3: 19, 2: 11, 1: 8, 5: 6, 4: 2})
Local adapation with distilling: 0.0001180000000000001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.3931) local CE: tensor(0.4409) Feature CE: tensor(0.9780) KL: tensor(0.1052)
The last decorrelation: tensor(0.8841)
Local adapation with distilling: 0.0001180000000000001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.1278) local CE: tensor(0.6343) Feature CE: tensor(1.3748) KL: tensor(0.1571)
The last decorrelation: tensor(0.9618)
Local adapation with distilling: 0.0001180000000000001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.6391) local CE: tensor(1.1167) Feature CE: tensor(1.5093) KL: tensor(0.0507)
The last decorrelation: tensor(0.9459)
Local adapation with distilling: 0.0001180000000000001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.9352) local CE: tensor(0.6653) Feature CE: tensor(1.2479) KL: tensor(0.0568)
The last decorrelation: tensor(0.9654)
Local adapation with distilling: 0.0001180000000000001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.1427) local CE: tensor(0.7313) Feature CE: tensor(1.3506) KL: tensor(0.1157)
The last decorrelation: tensor(0.9439)
Local adapation with distilling: 0.0001180000000000001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.8066) local CE: tensor(0.4408) Feature CE: tensor(1.2496) KL: tensor(0.1170)
The last decorrelation: tensor(0.9992)
Local adapation with distilling: 0.0001180000000000001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.0840) local CE: tensor(0.1790) Feature CE: tensor(0.9266) KL: tensor(0.1089)
The last decorrelation: tensor(0.8695)
Local adapation with distilling: 0.0001180000000000001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.2400) local CE: tensor(0.6585) Feature CE: tensor(1.4679) KL: tensor(0.1136)
The last decorrelation: tensor(1.0000)
Local adapation with distilling: 0.0001180000000000001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.1929) local CE: tensor(0.1780) Feature CE: tensor(0.9664) KL: tensor(0.0929)
The last decorrelation: tensor(0.9552)
Local adapation with distilling: 0.0001180000000000001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.6251) local CE: tensor(0.3684) Feature CE: tensor(1.2571) KL: tensor(0.1023)
The last decorrelation: tensor(0.8884)
Local adapation with distilling: 0.0001180000000000001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.5701) local CE: tensor(0.3984) Feature CE: tensor(1.1360) KL: tensor(0.1408)
The last decorrelation: tensor(0.8935)
Local adapation with distilling: 0.0001180000000000001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.7723) local CE: tensor(0.3502) Feature CE: tensor(1.3330) KL: tensor(0.1355)
The last decorrelation: tensor(0.9538)
Local adapation with distilling: 0.0001180000000000001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.1925) local CE: tensor(0.8841) Feature CE: tensor(1.2678) KL: tensor(0.1322)
The last decorrelation: tensor(0.9083)
Local adapation with distilling: 0.0001180000000000001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.8825) local CE: tensor(0.6537) Feature CE: tensor(1.1666) KL: tensor(0.0930)
The last decorrelation: tensor(0.9630)
Local adapation with distilling: 0.0001180000000000001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.3715) local CE: tensor(0.3699) Feature CE: tensor(1.0330) KL: tensor(0.1165)
The last decorrelation: tensor(0.8460)
Global Model Acc on global data: 0.6057007125890737 length of data: 2947
save a model
size of the global feature buffer: 15
-------------Round number:  50  -------------
selected users: [88, 72, 20, 16, 147, 140, 113, 23, 12, 68, 39, 130, 34, 112, 55]
Current data/feature buff: torch.Size([69, 128, 20, 7]) torch.Size([69]) 69
Buffer classes: Counter({4: 19, 0: 14, 5: 13, 1: 11, 2: 8, 3: 4})
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.0415) local CE: tensor(0.6036) Feature CE: tensor(1.3634) KL: tensor(0.1039)
The last decorrelation: tensor(0.9708)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.0696) local CE: tensor(0.7446) Feature CE: tensor(1.3160) KL: tensor(0.0964)
The last decorrelation: tensor(0.9127)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.9931) local CE: tensor(0.6676) Feature CE: tensor(1.2988) KL: tensor(0.0722)
The last decorrelation: tensor(0.9545)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.3491) local CE: tensor(0.3124) Feature CE: tensor(1.0161) KL: tensor(0.0516)
The last decorrelation: tensor(0.9588)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.4062) local CE: tensor(0.8934) Feature CE: tensor(1.4525) KL: tensor(0.0992)
The last decorrelation: tensor(0.9615)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.0415) local CE: tensor(0.7641) Feature CE: tensor(1.2214) KL: tensor(0.0960)
The last decorrelation: tensor(0.9599)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.5704) local CE: tensor(0.3038) Feature CE: tensor(1.2270) KL: tensor(0.0767)
The last decorrelation: tensor(0.9610)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.5271) local CE: tensor(0.6276) Feature CE: tensor(1.8105) KL: tensor(0.0898)
The last decorrelation: tensor(0.9992)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.5548) local CE: tensor(0.3675) Feature CE: tensor(1.1997) KL: tensor(0.1082)
The last decorrelation: tensor(0.8800)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.3695) local CE: tensor(0.1420) Feature CE: tensor(1.1972) KL: tensor(0.0314)
The last decorrelation: tensor(0.9989)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.2978) local CE: tensor(0.1965) Feature CE: tensor(1.0841) KL: tensor(0.0545)
The last decorrelation: tensor(0.9626)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.8724) local CE: tensor(0.6185) Feature CE: tensor(1.2048) KL: tensor(0.0784)
The last decorrelation: tensor(0.9659)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.1792) local CE: tensor(0.6561) Feature CE: tensor(1.3872) KL: tensor(0.1388)
The last decorrelation: tensor(0.9970)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.6778) local CE: tensor(0.3646) Feature CE: tensor(1.3128) KL: tensor(0.0702)
The last decorrelation: tensor(0.9304)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
